ID_Muestra,Sitio_Proyecto,Grava_pct,Arena_pct,Limo_pct,Arcilla_pct,Humedad_pct,Limite_Liquido,Indice_Plasticidad,Capacidad_Carga_kNm2,Cohesion_kPa,Angulo_Friccion_deg,pH_Suelo,Sulfatos_ppm,Prof_Nivel_Freatico_m,Clasificacion_Target
416,Misiones,"17,94","56,83","29,1",5,"19,77","49,02","33,46","285,42","15,8","40,64","8,19","253,61","11,58",No Apto
417,Tucumán,"11,73","11,97","14,61","61,7","30,1","44,63","38,52","170,86","81,99","25,94","8,03","1159,52","0,76",No Apto
418,Neuquén,"13,15","16,11","5,97","64,77","9,91","36,7","35,93","184,82","87,63","27,46","8,45","1086,38","14,05",No Apto
419,Chubut,"26,9","32,61","5,77","34,72","13,31","41,14","37,67","272,82","53,83","35,16","8,32","943,03","1,75",No Apto
420,Buenos Aires (CABA),"30,09","56,69","14,7",5,"6,97","25,96","35,06","333,74","18,14","43,02","8,25","823,74","12,09",No Apto
421,Misiones,"31,66","25,81",9,"33,53","26,18","38,72","29,27","278,26","46,79","34,08","7,83","890,86","13,53",No Apto
422,Rosario,"31,58","35,36","5,58","27,47","12,15","34,57","10,96","297,04","47,54","36,92","6,92","1160,13","14,15",Apto
423,Salta,"3,65","12,08","23,91","60,37","16,66","20,33","14,51","138,76","83,23","24,35","6,27","54,05","13,08",No Apto
424,Chubut,"19,78","17,42","16,46","46,34","18,31","24,7","12,45","213,96","71,77","29,18","7,72","558,38","4,67",No Apto
425,Mendoza,"2,3","59,33","12,23","26,14","31,74","26,67","26,13","227,86","48,53","38,26","8,45","1060,65","5,33",No Apto
426,Chubut,"21,98","58,26","27,5",5,"17,34","51,97","22,63","304,44","8,79","41,87","7,82","1458,32","6,68",Apto
427,Salta,"17,66","10,25","7,9","64,19","9,36","24,22","35,35","191,14","82,73","26,61","8,32","389,61","2,52",No Apto
428,Salta,"35,51","57,59","28,9",5,"20,73","26,57","38,34","357,22","20,07","44,38","8,01","1116,42","0,82",No Apto
429,Neuquén,"14,04","41,96","12,85","31,16","33,89","29,77","19,17","240,08","39,07","35,4","6,41","1443,2","13,1",Apto
430,Chubut,"4,68","53,4","27,21","14,71","23,23","41,55","22,72","225,52","34,75","36,96","6,62","917,02","8,53",Apto
431,Chubut,"5,72","32,74","20,07","41,47","34,5","19,73",39,"188,36","58,04","30,97","6,85","102,81","9,33",No Apto
432,Neuquén,"30,46","35,78","25,67","8,09","30,23","53,16","14,67","293,4","22,58","36,83","6,42","926,07","13,94",Apto
433,San Juan,"24,73","34,44","29,6","11,23","6,08","49,62","32,73","267,8","22,89","35,28","7,45","628,07","10,14",No Apto
434,San Juan,"4,04","43,34","12,21","40,4","24,75","38,09","12,88","202,84","51,52","33,81","8,44","1862,82","10,52",No Apto
435,Tucumán,"3,36","16,98","29,03","50,62","13,6","41,96","28,85","147,4","76,02","25,77","7,9",293,"11,91",No Apto
436,San Juan,"28,04","11,5","14,74","45,73","21,79","15,67","13,88","235,16","78,63","29,06","7,06","1322,33","2,19",Apto
437,Córdoba Capital,"2,91","25,4","14,64","57,06","13,38","28,56","35,93","162,44","75,9","28,2","6,01","152,8","5,72",No Apto
438,Chubut,"32,87","45,23","13,51","8,38","15,47","46,83","24,65","321,94","18,44","40,14","6,78","920,03","14,54",Apto
439,Buenos Aires (CABA),"28,25","20,09","18,54","33,12","32,7","18,1","11,51","253,18","36,5","31,68","7,32","1130,26","13,88",Apto
440,Chubut,"3,25","43,67","8,85","44,22","11,2","26,29","12,85","200,34","69,82","33,75","6,81","631,01","13,32",No Apto
441,Córdoba Capital,"3,39","58,5","18,84","19,27","31,22","38,41","22,28","230,56","37,68","38,23","6,28","937,4","7,06",Apto
442,Córdoba Capital,"39,47","14,7","18,54","27,3","5,91","25,26","38,66","287,28","34,09","32,3","7,11","368,93","12,93",No Apto
443,Rosario,"14,97","43,63","24,05","17,35","7,73","52,36","31,94","247,14","20,5","36,08","6,63","643,04","1,2",No Apto
444,Chubut,"14,83","32,19","25,84","27,15","30,64","20,24","22,09","223,7","32,83","32,62","8,27","1261,16","2,65",Apto
445,Misiones,"32,51","53,41","16,01",5,"23,92","46,9","16,82","336,86","19,23","42,52","6,25","638,51","6,5",Apto
446,Córdoba Capital,"37,89","18,86","12,56","30,69","27,42","35,32","24,22","289,28","50,55","33,24","6,12","1804,5","7,51",Apto
447,Buenos Aires (CABA),"39,44","44,63","11,48",5,"11,28","45,01","31,19","347,02","11,38","41,28","6,01","1275,39","4,32",No Apto
448,Neuquén,"30,14","51,91","9,87","8,09","21,11","27,43","32,44","324,38","22,2","41,6","6,82","905,37","5,67",No Apto
449,Tucumán,"15,05","57,23","6,44","21,28","27,12","35,58","16,36","274,66","36,33","40,18","7,65","125,58","2,86",Apto
450,Rosario,"3,34","44,16","13,56","38,94","23,82","49,27","30,24","201,68","54,89","33,92","7,83","1024,12","7,59",No Apto
451,Neuquén,"31,09","34,86","11,76","22,3","19,15","33,68","28,02","294,08","41,61","36,68","7,13","1541,31","12,01",No Apto
452,Rosario,"22,34","40,89","29,16","7,61","33,79","29,39","38,57","271,14","13,11","36,74","7,71","567,84","10,09",No Apto
453,Buenos Aires (CABA),"16,97","53,45","18,94","10,64","25,28","36,45","37,59","274,78","28,51","39,43","6,9","1623,21","2,06",No Apto
454,Salta,"36,25","38,53","13,68","11,53","32,23","43,69","32,63","322,06","20,19","38,81","7,67","541,02","7,57",No Apto
455,Chubut,"4,45","11,52","19,51","64,52","26,89","32,74","30,32","140,84","96,33","24,35","6,1","1656,31","10,62",No Apto
456,Mendoza,"19,71","56,55","8,48","15,27","27,06","52,56","14,59","291,94","23,3","40,91","6,98","216,27","8,18",Apto
457,Misiones,"0,45","44,48","16,1","38,97","7,4","26,8","34,61","190,76","55,01","33,43","7,98","1739,06","6,18",No Apto
458,Neuquén,"18,75","43,83","20,66","16,77","15,78","34,02","19,96","262,66","30,42","36,9","8,01","1023,41","9,52",Apto
459,Chubut,"2,25","20,78","17,22","59,74","30,75","45,28","14,53","150,56","81,95","26,68","7,79","628,25","14,55",No Apto
460,Misiones,"4,75","42,94","15,04","37,26","11,98","42,56","18,45","204,88","57,17","33,83","6,51","566,97","1,88",No Apto
461,Salta,"4,7","29,69","29,85","35,76","8,47","49,55","34,26","178,18","46,48","29,85","6,62","892,42","6,16",No Apto
462,Mendoza,"25,97","42,56","27,01",5,"14,78","54,87","10,2",289,"15,81","37,96","8,49","1998,15","6,4",Apto
463,Misiones,"29,84","15,33","20,59","34,24","11,61","32,07","20,97","250,02","51,78","30,57","6,26","479,64","8,87",Apto
464,Misiones,"23,33","42,89","19,23","14,54","32,76","19,45","22,23","279,1","24,81","37,53","6,45","251,27","2,71",Apto
465,Neuquén,"38,49","59,97","20,52",5,"31,04","16,22","6,28","373,9","18,02",45,"6,33","1190,82","3,06",Apto
466,San Juan,"14,99","12,41","10,03","62,56","19,99","44,08","11,85","184,78","78,34","26,72","6,82","1002,66","4,64",No Apto
467,Mendoza,"11,43","58,86","14,88","14,83","6,84","49,96","33,94","263,44","26,16","39,94","6,53","1072,18","14,36",No Apto
468,Chubut,"34,74","30,35","5,99","28,92","26,44","23,83","34,08","299,66","40,94","36,05","7,24","1350,52","11,14",No Apto
469,Salta,"8,94","53,54","16,89","20,63","23,7","21,34","15,23","242,84","33,14","37,85","7,19","570,93","10,09",Apto
470,Mendoza,"38,53","49,12","18,58",5,"34,12","17,49","35,62","352,36","23,24","42,44","8,25","1825,8","12,35",No Apto
471,Buenos Aires (CABA),"0,49","38,35","10,69","50,47","21,77","47,91","32,01","178,66","77,9","31,6","6,09","899,56","2,35",No Apto
472,San Juan,"38,8","46,92","29,1",5,"15,09","27,46","19,63","349,04","22,35","41,84","6,8","301,72","12,96",Apto
473,Buenos Aires (CABA),"1,73","53,93","27,74","16,61","20,57","31,07","31,19","214,78","27,62","36,52","7,49","1497,48","9,13",No Apto
474,Salta,"35,65","30,21","23,05","11,09","34,38","35,11","38,65","303,02","27,85","36,19","7,51","1304,05","5,36",No Apto
475,Neuquén,"21,11","26,35","18,33","34,21","25,89","48,58","21,06","237,14","51,61","32,13","7,2","665,7","12,33",Apto
476,Neuquén,"39,72","43,38","26,75",5,"25,16","41,03","13,34","345,64","16,23","40,96","8,04","1261,96","12,14",Apto
477,Salta,"2,95","50,39","8,27","38,39","12,22","39,6","37,96","212,58","55,68","35,71","6,16","478,73","12,76",No Apto
478,Rosario,"22,15","48,11","24,76",5,"27,31","22,03","26,13","284,82","24,79","38,86","8,04","917,44","2,18",No Apto
479,Salta,"38,77","49,89","8,12",5,"27,51","35,53","8,68","354,86","22,83","42,72","7,24","1803,85","14,56",Apto
480,San Juan,"20,92","31,78","24,86","22,44","14,52","43,62","25,04","247,24","40,65","33,72","6,33","310,39","14,41",No Apto
481,Córdoba Capital,"25,18","50,89","11,89","12,04","19,51","53,93","22,52","302,5","23,6","40,3","8,21","804,06","5,68",Apto
482,Neuquén,"27,83","16,01","26,93","29,23","13,84","23,06","34,95","243,34","45,27","30,37","7,62","1651,23","1,46",No Apto
483,Tucumán,"18,18","37,22","28,6","15,99","12,76","15,38","23,57","247,16","31,84","34,8","6,41","1940,51","2,92",Apto
484,San Juan,"25,1","10,29","8,72","55,89","5,78","18,01","13,93","220,98","74,46","28,11","6,08","935,16","14,9",Apto
485,San Juan,"23,37","26,23","16,57","33,83","13,56","30,03","28,65","245,94","55,29","32,54","6,35","1038,65","8,66",No Apto
486,San Juan,"36,05","28,32","29,52","6,11","21,62","47,82","23,99","300,84","12,73","35,71","7,52","1165,74","5,67",Apto
487,Misiones,"1,82","29,81","17,09","51,29","5,05","15,29","13,16","166,9","73,51","29,31","6,45","1868,08","4,68",No Apto
488,San Juan,"11,24","44,77","26,59","17,4","13,5","33,27","25,08","234,5","19,43","35,68","6,56","1723,5","4,23",No Apto
489,Neuquén,"38,02","29,43","19,72","12,84","31,44","28,17","33,75","310,94","22,65","36,43","6,06","382,67","10,13",No Apto
490,Córdoba Capital,"35,61","32,43","14,38","17,57","22,81","17,1",6,"307,3","41,47","36,85","7,81","901,68","6,58",Apto
491,Córdoba Capital,"18,23","21,88","12,14","47,75","23,24","33,01","27,08","216,68","72,48","30,21","8,03","954,8","14,5",No Apto
492,San Juan,"24,81","28,66","10,08","36,45","17,1","25,19","17,24","256,56","61,42","33,56","7,99","1588,74","10,42",Apto
493,Buenos Aires (CABA),"11,1","21,36","24,04","43,5","25,29","29,08","15,24","187,12","58,86","28,63","6,32","1225,64","11,98",No Apto
494,Neuquén,"7,52","13,66","14,66","64,15","10,7","43,22","18,74","157,4","87,5","25,6","8,26","1325,73","4,74",No Apto
495,Neuquén,"18,55","40,17","17,78","23,5","29,56","35,86","16,97","254,54","44,61","35,76","7,68","1996,49","1,65",Apto
496,Mendoza,"14,13","43,41","17,31","25,15","8,5","19,99","34,13","243,34","43,35","35,85","8,24","196,17","7,57",No Apto
497,Chubut,"23,35","40,97","19,43","16,25","24,68","53,46","14,62","275,34","32,04","36,96","7,12","484,87","5,06",Apto
498,Rosario,"3,11","33,17","26,64","37,08","15,23","40,44","30,66","178,78","62,65","30,57","7,09","845,4","3,43",No Apto
499,Rosario,"38,98","28,99","29,52",5,"27,43","45,63","8,29","313,9","10,8","36,49","7,96","728,18","14,31",Apto
500,Buenos Aires (CABA),"39,45","53,17","15,19",5,"21,49","18,17","38,3","364,14","15,08","43,84","6,23","92,21","6,94",No Apto
501,Rosario,"27,93","35,95","25,69","10,43","18,57","16,88","26,78","283,62","13,75","36,37","7,3","228,97","3,03",No Apto
502,Mendoza,"21,44","33,96","24,11","20,48","10,08","15,78","29,74","253,68","29,1","34,48","8,09","1377,86","3,38",No Apto
503,Salta,"12,38","11,28","19,34",57,"24,1","22,55","15,43","172,08","83,77","25,86","8,08","1764,68","4,57",No Apto
504,Rosario,"32,55","27,06","28,9","11,48","34,24","31,58","19,42","284,32","19,19","34,63","8,39","1052,74","14,99",Apto
505,Neuquén,"27,39","29,01","10,01","33,59","29,77","52,43","12,83","267,58","53,99","34,18","7,75","1101,42","4,39",Apto
506,Salta,"6,5","29,94","7,73","55,82","6,8","33,28","37,64","185,88","85,28","30,28","6,52","547,43","5,27",No Apto
507,Rosario,"36,44","39,01","26,35",5,"16,29","26,61","22,08","323,78","15,11","38,99","6,05","1547,36","10,06",Apto
508,Neuquén,"32,9","36,68","15,98","14,44","32,77","37,48","27,07","304,96","29,93","37,58","7,2",1516,"4,76",No Apto
509,Neuquén,"37,99","40,4","26,17",5,"20,09","19,48","30,7","332,76","19,72","39,72","7,28","1197,31","3,63",No Apto
510,San Juan,"29,03","48,24","27,33",5,"24,86","39,38","17,99","312,6","9,89","40,28","6,6","464,7","2,8",Apto
511,Córdoba Capital,"24,54","50,65","6,56","18,25","32,38","37,74","30,2","299,46","28,82","40,1","6,31","239,19","5,03",No Apto
512,Buenos Aires (CABA),"16,73","45,91","27,09","10,28","31,21","46,68","28,66","258,74","17,32","37,12","7,47","175,27","2,04",No Apto
513,Mendoza,"37,31","57,78","16,21",5,"20,05","54,47","29,7","364,8","13,32","44,8","7,91","1205,76","0,77",No Apto
514,Misiones,"34,64","10,91","17,76","36,69","18,13","25,03","22,12","260,38","57,61","30,2","8,48","1658,82","12,17",Apto
515,Chubut,"1,81","19,79","20,66","57,74","15,19","35,39","18,4","146,82","76,31","26,3","7,9","1723,74","2,5",No Apto
516,Rosario,"1,05","10,38","28,16","60,41","26,57","51,35","12,77","124,96","82,32","23,32","7,98","954,06","11,75",No Apto
517,Rosario,"15,06","42,37","5,48","37,09","13,61","46,41","33,86","244,98","49,3","35,72","7,54","1579,33","12,06",No Apto
518,Salta,"32,42","54,9","16,92",5,"12,5","34,5","26,29","339,48","22,13","42,95","8,46","1896,42","8,3",No Apto
519,Salta,"39,49","22,17","22,19","16,14","15,69","52,81","20,55","302,3","26,64","34,55","7,6","586,58","4,99",Apto
520,Chubut,"6,02","56,35","23,07","14,56","10,32","17,29","38,04","236,78","35,09","38,11","8,15","826,02","2,6",No Apto
521,Rosario,"23,77","13,01","22,31","40,91","25,85","52,24","6,67","221,1","59,4","28,66","8,36","1866,38","11,18",Apto
522,Tucumán,"15,24","56,72","8,36","19,68","23,49","17,02","34,76","274,4","26,58","40,06","8,32","709,55","9,22",No Apto
523,Mendoza,"38,8","27,58","12,48","21,14","19,49","36,89","39,92","310,36","34,51","36,03","6,95","1832,06",10,No Apto
524,Rosario,"33,68","15,07","13,97","37,28","16,71","50,62","36,04","264,86","49,42","31,26","6,2","1963,04","0,63",No Apto
525,Córdoba Capital,"33,53","34,29","25,11","7,06","32,27","25,51","33,37","302,7","21,42","36,99","6,43","1340,53","13,95",No Apto
526,Chubut,"18,75","22,84","11,97","46,44","5,87","33,89","18,1","220,68","64,42","30,6","6,15","1642,94","1,46",Apto
527,Tucumán,"16,59","24,24","10,27","48,9","28,07","27,97","13,1","214,84","69,5","30,59","6,26","1511,61","5,82",No Apto
528,Mendoza,"10,94","25,36","28,94","34,76","32,06","53,09","30,72","194,48","49,87","29,8","6,46","1414,09","6,34",No Apto
529,Rosario,"2,26","50,15","5,22","42,37","18,39","47,95","15,66","209,34","58,07","35,5","6,85","648,52","0,52",No Apto
530,Misiones,"34,59","36,96","29,95",5,"21,52","43,36","11,16","312,28","11,13","38,01","7,36","161,33","7,71",Apto
531,San Juan,"32,52","25,57","21,92",20,"33,33","38,51","32,53","281,22","38,18","34,17","7,78","718,95","11,42",No Apto
532,Córdoba Capital,"39,99","40,52","25,71",5,"11,37","47,82","15,94",341,"15,13","40,15","6,53","1350,53","12,44",Apto
533,Misiones,"39,87","45,81","12,37",5,"20,6","30,69","37,01","351,1","14,43","41,72","7,68","249,93","13,25",No Apto
534,Salta,"22,22","23,63","5,36","48,79","19,24","32,9","34,42","236,14","67,56","31,53","7,76","73,24","7,57",No Apto
535,Salta,"30,76","30,68","23,45","15,12","12,75","44,2","34,67","284,4","24,75","35,36","7,4","322,4","9,64",No Apto
536,Rosario,"37,79","16,09","25,85","20,26","29,56","29,31",32,"283,34","32,76","32,38","8,26","1445,69","1,65",No Apto
537,Salta,"33,99","19,06","23,51","23,44","31,99","17,56","35,83","274,08","39,16","32,52","6,28","1946,95","7,58",No Apto
538,Córdoba Capital,"9,89","44,06","8,57","37,48","28,46","17,97","33,2","227,68","49,81","35,2","6,44","1966,98","2,74",No Apto
539,Mendoza,"18,02","19,07","23,84","39,07","10,86","19,61","26,09","210,22","52,44","29,32","7,07","1013,26","5,86",No Apto
540,Neuquén,"5,17","36,26","24,22","34,35","7,6","49,79","15,35","193,2","58,11","31,91","6,32","1745,24","5,27",No Apto
541,Buenos Aires (CABA),"38,16","45,45","21,46",5,"23,16","33,89","36,09","343,54","14,19","41,27","7,42","1486,81","6,64",No Apto
542,Chubut,"24,25","15,34","24,15","36,26","6,71","43,52","34,42","227,68","50,75","29,45",7,"1027,03","8,79",No Apto
543,Mendoza,"9,15","38,37","26,15","26,34","25,18","30,72","21,55","213,34","34,89","33,34","6,71","1166,88","13,59",No Apto
544,Neuquén,"26,87","22,83","20,34","29,96","20,91","25,35","6,37","253,14","50,21","32,22","6,42","317,59","6,22",Apto
545,Tucumán,"24,73","58,15","7,22","9,91","24,88","28,89","27,35","315,22","16,61","42,39","6,84","1878,44","14,73",No Apto
546,Córdoba Capital,"14,33","34,18","17,19","34,31","22,71","46,77","6,77","225,68","51,1","33,12","7,52","736,26","11,51",Apto
547,Misiones,"4,54","50,3","6,94","38,22","17,68","40,01","37,42","218,76","47,32",36,"7,44","919,99","7,92",No Apto
548,Neuquén,"26,86","37,51","15,19","20,44","11,03","52,51","38,66","282,46","38,62","36,62","6,41","1359,74","9,84",No Apto
549,Córdoba Capital,"20,81","12,17","15,18","51,84","14,17","42,19","11,63","207,58","78,09","27,81","6,31","701,11","1,98",No Apto
550,San Juan,"30,89","41,66","6,65","20,8","20,74","37,81","28,67","306,88","37,38","38,68","6,07","545,81","12,75",No Apto
551,Misiones,"20,81","57,57","13,72","7,9","24,56","39,41","8,23","298,38","11,81","41,43","6,03","1280,55","8,94",Apto
552,Salta,"34,09","40,08","7,77","18,06","28,38","52,69","30,53","316,52","35,87","38,84","8,2","98,72","14,8",No Apto
553,Salta,"22,08","50,96","25,21",5,"28,02","46,53","17,16","290,24","11,86","39,7","6,11","1455,41","9,73",Apto
554,Misiones,"22,44","54,21","28,69",5,"34,18","15,96","28,84","298,18","10,15","40,75","7,83","1052,35","12,59",No Apto
555,Tucumán,"35,07","21,4","6,81","36,72","13,58","36,37","18,05","283,08","52,15","33,43","8,18","1231,22","12,1",Apto
556,Tucumán,"16,14","20,6","28,88","34,38","7,13","42,53","10,09","205,76","49,24","29,41","6,25","1282,17","5,51",No Apto
557,Tucumán,"5,36","40,55","18,06","36,03","15,37","44,95","19,21","202,54","50,71","33,24","7,09","1077,75","4,26",No Apto
558,Neuquén,"1,15","30,55","12,49","55,81","27,3","23,53","8,94","165,7","83,34","29,4","8,41","1185,94","6,74",No Apto
559,Chubut,"30,21","51,99","6,92","10,88","18,14","49,69","25,19","324,82","33,12","41,64","8,09","1383,39","7,27",No Apto
560,Neuquén,"24,81",55,"17,52",5,"29,53","53,23","6,43","309,24","9,15","41,46","7,22","1518,58","3,98",Apto
561,Rosario,"28,16","27,67","24,86","19,3","21,48","24,47","23,46","267,98","29,72","33,93","7,91","1468,53","13,47",Apto
562,Buenos Aires (CABA),"8,52","21,84","22,68","46,96","32,89","50,3","36,02","177,76","67,07","28,26","8,08","1745,75","8,37",No Apto
563,Misiones,"5,45","49,03","6,26","39,26","33,44","18,88","34,33","219,86","55,17","35,8","6,87","419,41","14,69",No Apto
564,Mendoza,"0,58","23,74","6,82","68,86","7,08","17,23","35,9","149,8","94,63","27,24","8,23","832,24","12,25",No Apto
565,Buenos Aires (CABA),"14,02","51,13","15,07","19,77","18,69","20,17","37,27","258,34","38,3","38,14","7,18","1898,2","8,56",No Apto
566,San Juan,"23,6","31,19","12,38","32,83","23,29","17,31","8,66","256,78","53,14","34,08","7,32","823,35","14,23",Apto
567,Neuquén,"15,69","43,38","10,81","30,12","12,68","48,8","9,51","249,52","49,19","36,15","8,5","293,5","7,82",Apto
568,Neuquén,"17,5","14,78","12,03","55,7","17,21","17,36","24,5","199,56","85,14","27,93","8,11","1074,62","13,36",No Apto
569,Córdoba Capital,"36,17","41,19","25,09",5,"25,33","25,87","36,29","327,06","8,06","39,59","6,9","263,51","5,69",No Apto
570,Buenos Aires (CABA),"13,93","32,59","28,23","25,25","11,8","19,15","39,1","220,9","47,7","32,56","6,03","445,56","5,99",No Apto
571,Córdoba Capital,"20,56","39,33","15,13","24,98","23,06","26,82","6,62","260,9","37,91","35,91","7,57","1996,72","6,56",Apto
572,Mendoza,"31,35","18,4","27,65","22,6","25,92","18,62","17,45","262,2","41,05","31,79","7,76","1105,66","8,43",Apto
573,Córdoba Capital,"15,86","46,84","13,04","24,26","7,71","41,72","12,45","257,12","33,96","37,22","7,63","603,91","8,53",Apto
574,Buenos Aires (CABA),"24,88","53,14","16,91","5,07","19,93","20,33","31,46","305,8","11,54","40,92","8,42","1989,81","7,7",No Apto
575,Misiones,"34,49","20,84","10,65","34,02","12,89","49,07","27,41","279,64","54,13","33,15","8,16","1934,79","4,94",No Apto
576,San Juan,"37,98","14,79","21,01","26,22","26,73","47,69","9,2","281,5","31,82","32,03","7,12","909,44","13,94",Apto
577,Neuquén,"5,88","11,18","29,47","53,46","10,69","15,55","21,92","145,88","79,1","24,53","6,16","557,79","9,03",No Apto
578,Mendoza,"37,06","42,1","20,09",5,"31,77","50,83","28,99","332,44","22,3","40,04","7,19","1684,88","6,41",No Apto
579,Neuquén,"19,68","40,35","13,95","26,02","17,93","16,16","32,27","259,42","42,11","36,04","7,72","1445,46","9,94",No Apto
580,Rosario,"10,33","37,33","21,2","31,14","10,94","24,59","5,7","215,98","48,08","33,26","7,52","1389,54","11,64",No Apto
581,San Juan,"18,37","21,6","8,07","51,96","18,14","16,3","36,17","216,68","68,18","30,15","7,35","1791,57","14,43",No Apto
582,Chubut,"39,2","29,55","27,22",5,"17,26","28,43","24,92","315,9","19,37","36,7","7,17","1394,36","7,74",Apto
583,Córdoba Capital,"19,7","39,72","17,58","22,99","17,87","35,55","33,42","258,24","39,33","35,86","6,73","603,41","2,13",No Apto
584,Salta,"13,15","34,84","16,23","35,78","22,57","46,87","33,28","222,28","48,33","33,08","6,69","1403,03","6,89",No Apto
585,Buenos Aires (CABA),"25,34","59,39","19,65",5,"20,64","28,52","11,64","320,14","14,04","42,89","7,25","646,34","7,45",Apto
586,Neuquén,"9,61","16,82","20,62","52,95","9,49","43,22","8,86","172,08","72,74","26,97","6,4","1530,52","13,51",No Apto
587,Córdoba Capital,"3,03","44,76","6,79","45,41","6,97","22,5","30,25","201,64","62,53","34,03","6,85","1258,51","6,22",No Apto
588,Mendoza,"5,16","30,22","22,07","42,56","26,88","45,02","10,47","181,08","54,26","30,1","6,81","200,95","14,32",No Apto
589,Neuquén,"5,12","31,41","11,05","52,42","21,79","24,44","34,75","183,3","76,4","30,45","7,47","1050,03","7,53",No Apto
590,Chubut,"6,08","45,88","22,85","25,2","15,77","20,74","30,42","216,08","39,02","34,98","6,17","719,44","14,62",No Apto
591,San Juan,"5,55","44,62","25,56","24,26","29,25","22,42","34,46","211,44","39,19","34,5","8,07","690,71","0,62",No Apto
592,San Juan,"25,63","59,56","25,1",5,"16,64","22,28","15,47","321,64","13,11","42,99","7,41","1224,4","13,53",Apto
593,Neuquén,"7,28","16,42","18,81","57,49","28,88","35,51","16,08","161,96","81,36","26,38","7,68","678,53",14,No Apto
594,Mendoza,"13,83","15,21",18,"52,96","14,17","48,79","28,49","185,74","74,55","27,33","7,76","1564,94","14,43",No Apto
595,San Juan,"35,87","46,22","8,57","9,34","7,19","18,18","6,1","335,92","27,27","41,04","6,73","188,04","0,69",Apto
596,San Juan,"18,96","38,92","24,38","17,74","32,98","43,28","30,43","253,68","33,69","35,47","7,18","1337,76","2,99",No Apto
597,Chubut,"26,7","23,71","11,79","37,8","16,84","41,17","34,25","254,22","54,35","32,45","8,39","1627,93","9,98",No Apto
598,Buenos Aires (CABA),"6,89","13,97","17,42","61,72","28,78","49,9","19,53","155,5","80,37","25,57","7,92","1362,02","0,87",No Apto
599,Mendoza,"7,69","14,28","12,11","65,92","13,37","24,77","31,77","159,32","93,43","25,82","8,42","1019,6","1,42",No Apto
600,Mendoza,"1,63","54,71","8,35","35,31","24,39",33,"11,11","215,94","50,96","36,74","7,87","1903,1","3,71",No Apto
601,Misiones,"6,76","19,59","20,74","52,91","31,2","52,03","16,28","166,22","72,63","27,23","6,44","634,88","7,93",No Apto
602,Misiones,"11,14","26,17","6,36","56,33","6,25","41,4","39,1","196,9","76,74","30,08","6,16","87,38","8,42",No Apto
603,San Juan,"7,08","21,33","23,72","47,87","29,92","30,55","39,52","170,98","65,44","27,82","7,44","892,38",1,No Apto
604,Salta,"3,55","27,75","12,94","55,76","22,14","20,26","22,94","169,7","76,14","29,04","6,89","114,37","2,97",No Apto
605,Misiones,"4,83","13,47",5,"76,7","23,22","25,5","37,7","146,26","111,67","25,01","6,69","1910,18","7,75",No Apto
606,San Juan,"18,43","35,95","17,78","27,84","20,69","38,25","23,3","245,62","38,17","34,47","8,02","459,34","9,11",Apto
607,Tucumán,"8,25","13,38","6,17","72,19","31,23","43,73","15,21","159,76","92,56","25,66","6,92","1588,41","2,65",No Apto
608,Rosario,"14,57","50,02","11,9","23,51","6,3","19,98","14,34","258,32","45,13","37,92","6,79","1560,42","6,28",Apto
609,Rosario,"20,14","21,69","22,67","35,5","12,83","38,98","37,53","223,94","50,73","30,54","8,12","474,57","13,61",No Apto
610,Mendoza,"27,62",37,"6,57","28,82","31,27","37,01","11,04","284,48","42,33","36,62","8,12","1261,39","14,98",Apto
611,Salta,"1,57",54,"25,98","18,44","27,57","35,56","25,29","214,28","37,3","36,51","6,89","143,75","14,81",No Apto
612,Chubut,"31,98","42,54","5,1","20,38","5,53","42,6","24,44",313,"27,36","39,16","8,08","992,97","13,28",Apto
613,Buenos Aires (CABA),"25,12","36,65","11,17","27,07","20,51","48,5","30,89","273,78","46,59","36,02","8,13","78,56","6,22",No Apto
614,Misiones,"3,27","26,22","23,52","46,99","20,89","27,92","22,47","165,52","66,62","28,52","7,06","1846,23","10,46",No Apto
615,Tucumán,"34,94","26,65","12,91","25,5","17,03","50,56","14,53","293,06","42,92","34,98","6,17","1953,37","6,54",Apto
616,San Juan,"36,83","43,47","7,55","12,14","13,92","21,43","10,93","334,26","26,8","40,41",6,"483,45","9,9",Apto
617,Salta,"2,44","59,71","14,01","23,84","25,45","21,92","26,73","229,18","35,47","38,4","7,31","455,81","4,99",No Apto
618,Mendoza,"11,08","43,09","11,76","34,07","11,23","25,67","30,16","230,5","56,14","35,14","6,86","1519,75","9,29",No Apto
619,Misiones,"32,25","37,89","26,07",5,"28,97","19,78","24,93","304,78","13,25","37,82","8,49","544,09","8,09",Apto
620,Salta,"29,93","46,53","12,83","10,7","29,09","24,21","30,84","312,78","24,88","39,94","7,93","1795,4","0,85",No Apto
621,Misiones,"7,38","33,26","24,72","34,64","17,46","19,26","9,95","196,04","57,76","31,45","7,9","1169,16","11,97",No Apto
622,Buenos Aires (CABA),"8,37","13,01","27,3","51,32","13,51","47,87","35,89","159,5","78,48","25,58","8,39","734,02","0,67",No Apto
623,Buenos Aires (CABA),"14,82","38,11","15,85","31,22","13,52","20,56","25,38","235,5","46,13","34,4","8,22","1673,75","4,75",No Apto
624,Chubut,"19,38","57,88","27,75",5,"19,47","44,89","9,44","293,28","18,32","41,24","6,8","1012,14","0,59",Apto
